Node,Rank
Palmaria sp. 1palmata,species
Palmaria sp. MSC-2021a,species
Halosaccion,genus
Halosaccion glandiforme,species
Halosaccion americanum,species
Halosaccion yendoi,species
Devaleraea,genus
Devaleraea ramentacea,species
Devaleraea marginicrassa,species
Devaleraea callophylloides,species
Devaleraea mollis,species
unclassified Devaleraea,no rank
Devaleraea sp. 1callophylloides,species
Devaleraea sp. AASe-2021b,species
Devaleraea sp. ASemenchenko-2022a,species
Devaleraea sp. ASemenchenko-2022b,species
Devaleraea titlyanoviorum,species
Devaleraea stenogona,species
Devaleraea inkyuleei,species
Devaleraea compressa,species
Devaleraea firma,species
Devaleraea microspora,species
environmental samples,no rank
uncultured Palmaria sp.,species
Rhodophysemataceae,family
Rhodophysema,genus
Rhodophysema elegans,species
Rhodophysema georgei,species
Rhodophysema minus,species
Rhodophysema kjellmanii,species
unclassified Rhodophysema,no rank
Rhodophysema sp. 2minus,species
Rhodophysema sp.,species
Rhodophysema sp. 1elegans,species
Rhodophysema sp. 2elegans,species
Rhodophysema lundii,species
Rhodonematella,genus
Rhodonematella subimmersa,species
Rhodothamniellaceae,family
Rhodothamniella,genus
Rhodothamniella floridula,species
Camontagnea,genus
Camontagnea oxyclada,species
unclassified Palmariales,no rank
Palmariales sp. BOLD:AAA8671,species
Palmariales sp. BOLD:AAA8873,species
Palmariales sp. BOLD:AAB0883,species
Palmariales sp. BOLD:AAB4646,species
Palmariales sp. BOLD:AAC7980,species
Palmariales sp. BOLD:AAC8540,species
Palmariales sp. BOLD:AAE3127,species
Palmariales sp. BOLD:AAF7252,species
Palmariales sp. BOLD:AAJ5194,species
Palmariales sp. BOLD:AAN0964,species
Palmariales sp. BOLD:AAO5103,species
Palmariales sp. BOLD:AAO5145,species
Palmariales sp. BOLD:AAO5241,species
Palmariales sp. BOLD:AAO5754,species
Palmariales sp. BOLD:AAO5794,species
Palmariales sp. AASe-2021a,species
Meiodiscaceae,family
Meiodiscus,genus
Meiodiscus spetsbergensis,species
Meiodiscus concrescens,species
Rubrointrusa,genus
Rubrointrusa membranacea,species
Kallymenicola,genus
Kallymenicola invisibilis,species
Kallymenicola superficialis,species
Kallymenicola penetrans,species
unclassified Kallymenicola,no rank
Kallymenicola sp. _1Ber,species
Kallymenicola sp. _1Call,species
Kallymenicola sp. _2Call,species
Rhodophysemopsis,genus
Rhodophysemopsis hyperborea,species
Acrochaetiales,order
Acrochaetiaceae,family
Acrochaetium,genus
Acrochaetium sagraeanum,species
Acrochaetium secundatum,species
Acrochaetium savianum,species
Acrochaetium microscopicum,species
Acrochaetium parvulum,species
Acrochaetium moniliforme,species
Acrochaetium alariae,species
Acrochaetium arcuatum,species
Acrochaetium catenulatum,species
Acrochaetium densum,species
Acrochaetium humile,species
Acrochaetium luxurians,species
Acrochaetium plumosum,species
unclassified Acrochaetium,no rank
Acrochaetium sp. GWS005411A,species
Acrochaetium sp. 1NL,species
Acrochaetium sp.,species
Acrochaetium sp. MCL-2019a,species
Audouinella,genus
Audouinella hermannii,species
Audouinella macrospora,species
Audouinella sinensis,species
Audouinella heterospora,species
unclassified Audouinella,no rank
Audouinella sp. SAS08130,species
Audouinella sp. 1hermannii,species
Audouinella sp.,species
Rhodochorton,genus
Rhodochorton purpureum,species
Rhodochorton tenue,species
unclassified Rhodochorton,no rank
Rhodochorton sp. 2BC,species
Rhodochorton sp. 1Korea,species
Rhodochorton sp. GWS-2015a,species
Rhodochorton sp. 1SJuan,species
Rhodochorton sp. 1Cal ABMMC11443-10,species
Schmitziella,genus
Schmitziella endophloea,species
Grania,genus
Grania efflorescens,species
Acrochaetiaceae sp. 1BC,species
Rhododrewia,genus
Rhododrewia porphyrae,species
unclassified Acrochaetiales,no rank
Acrochaetiales sp. BOLD:AAC4086,species
Acrochaetiales sp. BOLD:AAC7536,species
Acrochaetiales sp. BOLD:AAF6871,species
Acrochaetiales sp. BOLD:AAJ4363,species
Acrochaetiales sp. BOLD:AAJ9614,species
Acrochaetiales sp. BOLD:AAO6590,species
Acrochaetiales sp. BOLD:AAO6955,species
Acrochaetiales sp. 1Aus,species
Acrochaetiac sp. 1BC,species
Acrochaetiales sp. KPFang-2021a,species
Ottiaceae,family
Ottia,genus
Ottia meiospora,species
Batrachospermales,order
Batrachospermaceae,family
Batrachospermum,genus
Batrachospermum ectocarpum,species
Batrachospermum sirodotii,species
Batrachospermum gelatinosum,species
Batrachospermum spermatoinvolucrum,species
Batrachospermum guianense,species
Batrachospermum anatinum,species
Batrachospermum hondongense,species
Batrachospermum cf. antipodites,species
Batrachospermum shanxiense,species
Batrachospermum dapsile,species
Batrachospermum naiadis,species
Batrachospermum pozoazulense,species
Batrachospermum serendipidum,species
unclassified Batrachospermum,no rank
Batrachospermum sp.,species
Batrachospermum sp. Ptilo_FG_culture,species
Batrachospermum sp. Ptilo_FG_field,species
Batrachospermum sp. MCO-2011,species
Batrachospermum sp. LAF7127,species
Batrachospermum qujingense,species
Nothocladus,genus
Nothocladus nodosus,species
Nothocladus ater,species
Nothocladus kraftii,species
Nothocladus pseudogelatinosus,species
Nothocladus theaquus,species
Nothocladus wattsii,species
Nothocladus lindauri,species
Nothocladus discors,species
Nothocladus bourrellyi,species
Nothocladus bourrellyi var. bourrellyi,varietas
Nothocladus bourrellyi var. campyloclonus,varietas
Nothocladus ranulifer,species
Nothocladus diatyches,species
Nothocladus verruculosus,species
unclassified Nothocladus,no rank
Nothocladus sp. ISC-2014a,species
Nothocladus sp. ISC-2014b,species
Sirodotia,genus
Sirodotia huillensis,species
Sirodotia suecica,species
Sirodotia tenuissima,species
Sirodotia delicatula,species
Sirodotia goebelii,species
Sirodotia aff. huillensis,species
unclassified Sirodotia,no rank
Sirodotia sp. 65 ARS-2008,species
Sirodotia sp. MCO-2011,species
Sirodotia sp. 1 MOP-2013,species
Sirodotia sp. NLRo-2020a,species
Sirodotia sp. NLRo-2020b,species
Sirodotia kennedyi,species
Sirodotia masoalensis,species
Sirodotia assamica,species
Sirodotia amazonica,species
Sirodotia aquiloamericana,species
Sirodotia cryptica,species
Sirodotia delicatuliformis,species
Tuomeya,genus
Tuomeya americana,species
Chantransia,genus
Chantransia pygmaea,species
unclassified Chantransia,no rank
Chantransia sp.,species
Chantransia sp. 00079,species
Chantransia sp. 00168,species
Chantransia sp. 00140,species
Chantransia sp. ARS-2011,species
Chantransia azurea,species
Petrohua,genus
Petrohua bernabei,species
Kumanoa,genus
Kumanoa deminuta,species
Kumanoa nodiflora,species
Kumanoa australica,species
Kumanoa virgatodecaisneana,species
Kumanoa ambigua,species
Kumanoa spermatiophora,species
Kumanoa abilii,species
Kumanoa amazonensis,species
Kumanoa breviarticulata,species
Kumanoa cipoensis,species
Kumanoa equisetoidea,species
Kumanoa globospora,species
Kumanoa vittata,species
Kumanoa skujana,species
Kumanoa procarpa,species
Kumanoa americana,species
Kumanoa gudjewga,species
Kumanoa novaecaledonensis,species
Kumanoa curvata,species
Kumanoa iriomotensis,species
Kumanoa faroensis,species
Kumanoa mahlacensis,species
Kumanoa tabagatenensis,species
Kumanoa gracillima,species
Kumanoa louisianae,species
Kumanoa holtonii,species
Kumanoa intorta,species
Kumanoa capensis,species
Kumanoa alakaiensis,species
Kumanoa gibberosa,species
Kumanoa celebes,species
Kumanoa montagnei,species
Kumanoa hirosei,species
unclassified Kumanoa,no rank
Kumanoa sp. MCO-2011,species
Kumanoa sp.,species
Kumanoa bouwmanii,species
Kumanoa comperei,species
Kumanoa rwandensis,species
Kumanoa baiyunensis,species
Kumanoa chaugulei,species
Kumanoa periyarensis,species
Kumanoa yuanyangensis,species
Kumanoa taiwanensis,species
unclassified Batrachospermaceae,no rank
Sheathia,genus
Sheathia arcuata,species
Sheathia confusa,species
Sheathia confusa f. anatinum,forma
Sheathia heterocortica,species
Sheathia involuta,species
Sheathia boryana,species
Sheathia exigua,species
Sheathia grandis,species
Sheathia americana,species
Sheathia meridionale,species
Sheathia jinchengensis,species
Sheathia matouensis,species
Sheathia jiugongshanensis,species
unclassified Sheathia,no rank
Sheathia sp.,species
Sheathia assamica,species
Sheathia indonepalensis,species
Sheathia dispersa,species
Sheathia murpheyi,species
Sheathia shimenxiaensis,species
Sheathia abscondita,species
Sheathia californica,species
Sheathia plantuloides,species
Sheathia transpacifica,species
Sheathia longipedicellata,species
Sheathia yoshizakii,species
Sheathia yunnanensis,species
environmental samples,no rank
uncultured Paralemanea sp.,species
uncultured Kumanoa,species
Nocturama,genus
Nocturama antipodites,species
Nocturama novamundensis,species
Setacea,genus
Setacea atro-brasiliensis,species
Volatus,genus
Volatus ulterior,species
Volatus carrionii,species
Volatus personatus,species
Lympha,genus
Lympha mucosa,species
Virescentia,genus
unclassified Virescentia,no rank
Virescentia sp.,species
Virescentia helminthosa,species
Virescentia viride-americana,species
Virescentia vogesiaca,species
Virescentia viride-brasiliensis,species
Virescentia guangxiensis,species
Montagnia,genus
Montagnia macrospora,species
Montagnia australis,species
Paludicola,genus
Paludicola turfosa,species
Paludicola keratophyta,species
Paludicola groenbladii,species
Paludicola communis,species
Paludicola johnhallii,species
Paludicola leafensis,species
Paludicola diamantinensis,species
Paludicola aquanigra,species
Paludicola turfosiformis,species
Paludicola orthosticha,species
Paludicola periploca,species
Paludicola phangiae,species
Torularia,genus
Torularia puiggariana,species
Torularia atra,species
Ahidranoa,genus
Ahidranoa madagascariensis,species
Visia,genus
Visia cayennensis,species
Visia cylindrocellularis,species
unclassified Visia,no rank
Visia sp.,species
Acarposporophycos,genus
Acarposporophycos brasiliensis,species
Lemaneaceae,family
Paralemanea,genus
Paralemanea annulata,species
Paralemanea catenata,species
Paralemanea grandis,species
unclassified Paralemanea,no rank
Paralemanea sp. MCO-2011,species
Paralemanea sp. MLV-2015,species
Paralemanea sp.,species
Paralemanea sp. MVis-2021a,species
Paralemanea californica,species
Paralemanea tulensis,species
Lemanea,genus
Lemanea fluviatilis,species
Lemanea borealis,species
Lemanea fucina,species
Lemanea fucina var. parva,varietas
Lemanea torulosa,species
Lemanea manipurensis,species
unclassified Lemanea,no rank
Lemanea sp. BI15,species
Lemanea sp. SCO6,species
Lemanea sp. SCO8,species
Lemanea sp. WALES6,species
Lemanea sp. Ott cane creek 3-TN,species
Lemanea sp. MLV-2015,species
Lemanea sp.,species
Lemanea sp. MVis-2021a,species
Psilosiphonaceae,family
Psilosiphon,genus
Psilosiphon scoparius,species
Balliopsis,genus
Balliopsis prieurii,species
unclassified Batrachospermales,no rank
Batrachospermales sp. BOLD:AAC8992,species
Batrachospermales sp. BOLD:AAI7761,species
Batrachospermales sp. BOLD:AAI7762,species
Batrachospermales sp. BOLD:AAI7785,species
Batrachospermales sp. BOLD:AAI7787,species
Batrachospermales sp. BOLD:AAK0081,species
Batrachospermales sp. BOLD:AAK8116,species
Batrachospermales sp. SJayalakshmi-2023a,species
Balbianiales,order
Balbianiaceae,family
Rhododraparnaldia,genus
Rhododraparnaldia oregonica,species
Balbiania,genus
Balbiania investiens,species
Balliales,order
Balliaceae,family
Ballia,genus
Ballia callitricha,species
unclassified Ballia,no rank
Ballia sp. ASG448C,species
Ballia sp. 1callitricha,species
Ballia sp. 4callitricha,species
Ballia sp. GWS-2015a,species
unclassified Balliales,no rank
Balliales sp. BOLD:AAE4497,species
Balliales sp. BOLD:AAF3292,species
Balliales sp. BOLD:AAK0175,species
Balliales sp. BOLD:AAK0176,species
Balliales sp. BOLD:AAO7992,species
Colaconematales,order
Colaconemataceae,family
Colaconema,genus
Colaconema asparagopsis,species
Colaconema amphiroae,species
Colaconema caespitosum,species
Colaconema daviesii,species
Colaconema pectinatum,species
Colaconema proskaueri,species
Colaconema rhizoideum,species
Colaconema tetrasporum,species
Colaconema infestans,species
unclassified Colaconema,no rank
Colaconema sp. GWSC3617,species
Colaconema sp. ARS-2011,species
Colaconema sp. LLG-2014,species
Colaconema sp. 1Brazil,species
Colaconema dasyae,species
Colaconema endophyticum,species
Colaconema garbaryi,species
Colaconema codicola,species
unclassified Colaconematales,no rank
Colaconematales sp. BOLD:AAJ6998,species
Colaconematales sp. BOLD:AAO5699,species
Colaconematales sp. BOLD:AAO8913,species
Thoreales,order
Thoreaceae,family
Thorea,genus
Thorea violacea,species
Thorea hispida,species
Thorea gaudichaudii,species
Thorea okadae,species
Thorea riekei,species
Thorea bachmannii,species
Thorea indica,species
Thorea mauitukitukii,species
Thorea kokosinga-pueschelii,species
Thorea quisqueyana,species
unclassified Thorea,no rank
Thorea sp.,species
Thorea sp. MCO-2011,species
Thorea sp. 07401-00001,species
Thorea sp. UTEX LB 2743,species
Thorea sp. MLV-2015,species
Thorea baiyunensis,species
Nemalionopsis,genus
Nemalionopsis tortuosa,species
Nemalionopsis shawii,species
environmental samples,no rank
uncultured Nemalionopsis sp.,species
Nemalionopsis parkeri,species
unclassified Nemalionopsis,no rank
Nemalionopsis sp. Chantransia pygmaea Maui12,species
Nemalionopsis sp. Chantransia pygmaea Maui40,species
Nemalionopsis sp. UTEX 2740,species
Nemalionopsis sp. MLV-2015,species
unclassified Thoreales,no rank
Thoreales sp. BOLD:AAI0928,species
Entwisleiales,order
Entwisleiaceae,family
Entwisleia,genus
Entwisleia bella,species
Corynodactylales,order
Corynodactylaceae,family
Corynodactylus,genus
Corynodactylus rejiciendus,species
Rhodymeniophycidae,subclass
Ceramiales,order
Rhodomelaceae,family
Rhodomela,genus
Rhodomela confervoides,species
Rhodomela lycopodioides,species
Rhodomela sibirica,species
unclassified Rhodomela,no rank
Rhodomela sp. 2confervoides,species
Rhodomela sp. 1Cal,species
Rhodomela sp. 1confervoides,species
Rhodomela sp. 1virgata,species
Rhodomela sp. 1virgataGWS,species
Rhodomela virgata,species
Bostrychia,genus
Bostrychia bispora,species
Bostrychia moritziana,species
Bostrychia radicans,species
Bostrychia calliptera,species
Bostrychia tenuissima,species
Bostrychia simpliciuscula,species
Bostrychia tenella,species
Bostrychia arbuscula,species
Bostrychia intricata,species
Bostrychia kelanensis,species
Bostrychia tangatensis,species
Bostrychia flagellifera,species
Bostrychia montagnei,species
Bostrychia harveyi,species
Bostrychia pilulifera,species
Bostrychia scorpioides,species
Bostrychia radicosa,species
Bostrychia gracilis,species
Bostrychia vaga,species
Bostrychia anomala,species
Bostrychia binderi,species
Bostrychia kingii,species
Bostrychia hamana-tokidae,species
Bostrychia mixta,species
unclassified Bostrychia (in: red algae),no rank
Bostrychia sp. (in: red algae),species
Heterocladia,genus
Heterocladia australis,species
Heterocladia caudata,species
Heterocladia umbellata,species
Micropeuce,genus
Micropeuce strobiliferum,species
Murrayella,genus
Murrayella periclados,species
Sonderella,genus
Sonderella linearis,species
Pleurostichidium,genus
Pleurostichidium falkenbergii,species
Bryocladia,genus
Bryocladia cuspidata,species
Bryocladia thyrsigera,species
Neorhodomela,genus
Neorhodomela larix,species
Neorhodomela aculeata,species
Neorhodomela oregona,species
Neorhodomela munita,species
unclassified Neorhodomela,no rank
Neorhodomela sp. TTB-2019a,species
Lembergia,genus
Lembergia allanii,species
Odonthalia,genus
Odonthalia floccosa,species
Odonthalia floccosa f. comosa,forma
Odonthalia washingtoniensis,species
Odonthalia dentata,species
Odonthalia corymbifera,species
Odonthalia kamtschatica,species
Odonthalia lyallii,species
unclassified Odonthalia,no rank
Odonthalia sp.,species
Wrightiella,genus
Wrightiella tumanowiczii,species
Pterochondria,genus
Pterochondria woodii,species
Acrocystis,genus
Acrocystis nana,species
Leveillea,genus
Leveillea jungermannioides,species
Rhodolachne,genus
Rhodolachne decussata,species
Spirocladia,genus
Spirocladia barodensis,species
Spirocladia hodgsoniae,species
Streblocladia,genus
Streblocladia collabens,species
Streblocladia glomerulata,species
Streblocladia camptoclada,species
Streblocladia muelleriana,species
unclassified Streblocladia,no rank
Streblocladia sp.,species
Streblocladia atrata,species
Heterodasya,genus
Heterodasya mucronata,species
Waldoia,genus
Waldoia antillana,species
unclassified Waldoia,no rank
Waldoia sp. 1 WES-2014,species
Waldoia sp. 2 WES-2014,species
Waldoia sp. 3 WES-2014,species
Waldoia sp. 4 WES-2014,species
Amplisiphonia,genus
Amplisiphonia pacifica,species
unclassified Amplisiphonia,no rank
Amplisiphonia sp. 1GWS,species
unclassified Rhodomelaceae,no rank
Rhodomelaceae sp.,species
Rhodomelaceae sp. RA69,species
Tayloriella,genus
Tayloriella abyssalis,species
Tayloriella dictyurus,species
Tayloriella tenebrosa,species
Placophora,genus
Placophora monocarpa,species
Rhodomelopsis,genus
Rhodomelopsis africana,species
Thaumatella,genus
Thaumatella adunca,species
Periphykon,genus
Periphykon beckeri,species
Bryothamnion,genus
Bryothamnion seaforthii,species
Bryothamnion triquetrum,species
Laurencieae,tribe
Osmundea,genus
Osmundea pinnatifida,species
Osmundea hybrida,species
Osmundea osmunda,species
Osmundea ramosissima,species
Osmundea truncata,species
Osmundea blinksii,species
Osmundea splendens,species
Osmundea spectabilis,species
Osmundea spectabilis var. diegoensis,varietas
Osmundea spectabilis var. spectabilis,varietas
Osmundea sinicola,species
Osmundea sanctarum,species
Osmundea purepecha,species
Osmundea oederi,species
Osmundea silvae,species
Osmundea prudhommevanreinei,species
Osmundea cf. pinnatifida,species
Osmundea cf. silvae,species
Osmundea caspica,species
unclassified Osmundea,no rank
Osmundea sp.,species
Osmundea sp. JDZ-2012,species
Osmundea sp. LLG-2014,species
Osmundea sp. 1 LLG-2016,species
Osmundea crispa,species
Laurencia,genus
Laurencia cf. perforata,species
Laurencia thyrsifera,species
Laurencia viridis,species
Laurencia filiformis,species
Laurencia obtusa,species
Laurencia pinnatifida,species
Laurencia translucida,species
Laurencia brongniartii,species
Laurencia catarinensis,species
Laurencia complanata,species
Laurencia flexuosa,species
